Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Title,Price,Image,Brand,Battery Cell,Vendor,Vendor Price,Quantity
"Laptop, Power Adaptor, User Guide, Warranty Documents",G513RC-HN083W,90NR08A5-M00430,G513RC-HN083W,ROG Strix G15 (2022),Eclipse Gray,Gaming Laptop,Gaming,No,AMD,Ryzen 7 Octa Core,Yes,1 TB,16 GB,DDR5,6800H,4.7,20,NVIDIA GeForce RTX RTX 3050,8.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x 3.2 Gen 2 Type-C, 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery, 2x USB 3.2 Gen 1 Type-A",1x HDMI 2.0b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, Value IPS-level, anti-glare display ( Brightness 250nits, NTSC % 45%, SRGB % 62.5%)",Dual speakers,Built-in array microphone,Wi-Fi 6E(802.11ax),v5.2,35.4 x 25.9 x 20.6 mm,2.10 Kg,Not Available,,Backlit Chiclet Keyboard 4-Zone RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/144 Hz) G513RC-HN083W Gaming Laptop  (15.6 Inch, Eclipse Gray, 2.10 Kg)","₹1,03,990",https://rukminim1.flixcart.com/image/416/416/l0vbukw0/computer/z/o/e/-original-imagckcfz6jgjn3z.jpeg?q=70,ASUS,4,"Ret1,Amazon",93591.0,18718
"Laptop, Power Adaptor, User Guide, Warranty Documents",FX506LHB-HN355W,90NR03U2-M00CX0,FX506LHB-HN355W,TUF Gaming F15,Black Plastic,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,10300H,2.50 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,8,NVIDIA GeForce GTX 1650,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C support DisplayPort/ G-SYNC",1 x HDMI 2.0b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, 144 Hz, IPS, Anti-Glare, Brightness 250 nits, 45% NTSC",Built-in Dual Speakers,Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.2,359 x 256 x 24.9 mm,2.30 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LHB-HN355W Gaming Laptop  (15.6 inch, Black Plastic, 2.30 Kg)","₹54,990",https://rukminim1.flixcart.com/image/416/416/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,ASUS,3 Cell,"Ret1,Amazon",49491.0,9898
"Laptop, battery, Power adapter, warranty document, user guide, USB Ethernet adapter",15-ec2008AX,3E3R6PA#ACJ,15-ec2008AX,Pavilion,Shadow Black,Gaming Laptop,Gaming,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5600H,4.2,16,NVIDIA GeForce GTX GTX 1650,6.0,64 bit,Windows 10 Home,Windows 10 Home,Yes,"1 x USB type C, 2 x USB type A",1 x HDMI 2.0,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD IPS anti-glare micro-edge WLED-backlit (250 nits Brightness, 45% NTSC color gamut, 141 ppi )",Dual speakers,integrated dual array digital microphones,Realtek RTL8822CE 802.11a/b/g/n/ac,v5.0,360 x 257 x 2.35 mm,1.98 Kg,Not Available,HP TrueVision HD Camera,"Full-size, ultra violet backlit, shadow black keyboard",Yes,1 Year onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX GTX 1650) 15-ec2008AX Gaming Laptop  (15.6 Inch, Shadow Black, 1.98 Kg, With MS Office)","₹57,990",https://rukminim1.flixcart.com/image/416/416/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70,HP,3,"Ret1,Amazon",52191.0,10438
"Laptop, Power Adapter, User Guide, Warranty Documents",15s-du3614TU,6N041PA#ACJ,15s-du3614TU,,Jet Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,1115G4,Up to 4.1 GHz,6,Intel Integrated UHD Graphics,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 5Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, (Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC)",Dual Speakers,Integrated dual array digital Microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358 x 242 x 19.9 mm,1.75 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, jet black keyboard with numeric keypad",,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 15s-du3614TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.75 Kg, With MS Office)","₹44,200",https://rukminim1.flixcart.com/image/416/416/xif0q/computer/k/u/m/15s-du3614tu-thin-and-light-laptop-hp-original-imagghe6jcf76wgc.jpeg?q=70,HP,3,"Ret1,Amazon",39780.0,7956
"Laptop, Power Adaptor, User Guide, Warranty Documents",FA766IC-HX005T| FA766IC-HX005W,90NR0674-M00070 | 90NR0674-M00450,FA766IC-HX005T,TUF Gaming A17,Eclipse Gray,Gaming Laptop,Gaming,No,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,4800H,2.9 GHz up to 4.2 GHz,8,NVIDIA GeForce RTX 3050,8.0,64 bit,Windows 10 Home,,Yes,"1 x USB 3.2 Gen 2 Type-C,3 x USB 3.2 Gen 1 Type-A",1x HDMI 2.0b,No,43.94 cm (17.3 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Display (16:9, 250nits Brightness, NTSC: 45% Color Gamut, Value IPS-level)",Built-in Speaker,Built-in array microphone,802.11ax,v5.1,399 x 268 x 22.1 mm,2.60 kg,Not Available,720P HD camera,Backlit Chiclet Keyboard RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA766IC-HX005T| FA766IC-HX005W Gaming Laptop  (17.3 inch, Eclipse Gray, 2.60 kg)","₹76,990",https://rukminim1.flixcart.com/image/416/416/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,ASUS,4 Cell,"Ret1,Amazon",69291.0,13858
"Laptop, battery, adapter, cables and user manuals",14s-fq1083AU,4U582PA#ACJ,14s-fq1083AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,8 GB,DDR4,5700U,1.8 GHz upto max turbo frequency at 4.3 Ghz,8M,AMD Radeon AMD,,64 bit,Windows 10 Home,Windows 10 Home 64 Plus Single Language,Yes,,1 x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTS",Built-in Dual Speakers,Built-in dual array digital microphones,Realtek Wi-Fi CERTIFIED 6 (1x2),v5.2,324 x 225 x 17.9 mm,1.46 kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit, natural silver keyboard",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 kg, With MS Office)","₹57,990",https://rukminim1.flixcart.com/image/416/416/knni7ww0/computer/b/w/p/14s-fr0012au-thin-and-light-laptop-hp-original-imag2ad5ppxmujd6.jpeg?q=70,HP,3 cell,"Ret1,Amazon",52191.0,10438
"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",G513QE-HN166TS,90NR05I2-M000H0,G513QE-HN166TS,ROG Strix G15,Eclipse Gray,Gaming Laptop,Gaming,No,AMD,Ryzen 9 Octa Core,Yes,512 GB,16 GB,DDR4,5900HX,Max Boost Frequency Upto 4.6 GHz,20,NVIDIA GeForce RTX 3050 Ti,8.0,,Windows 10 Home,Windows 10 Home,Yes,"1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery, 3 x USB 3.2 Gen 1 Type-A",1x HDMI 2.0b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, Brightness: 250nits, Contrast: 1:1000, 45% NTSC, 62.5% SRGB, Anti-glare Display, Refresh Rate: 144 Hz, Adobe: 47.34%",Built-in Dual Speakers,Built-in array microphone,Wi-Fi 6(802.11ax),v5.1,354 x 259 x 20.7,2.10 kg,Not Available,,Backlit Chiclet Keyboard 4-Zone RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) G513QE-HN166TS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 kg)","₹93,990",https://rukminim1.flixcart.com/image/416/416/l3vxbbk0/computer/g/u/y/-original-imagewgtfgzf8fdd.jpeg?q=70,ASUS,4 cell,"Ret1,Amazon",84591.0,16918
"Laptop, Power Adaptor, User Guide, Warranty Documents",15-EC2008AX,3E3R6PA#ACJ,Pavilion Gaming 15-ec2008AX,,Shadow Black,Gaming Laptop,Gaming,Yes,AMD,Ryzen 3 Hexa Core,Yes,512 GB,8 GB,DDR4,,,,NVIDIA GeForce GTX 1650,,,Windows 10,,,,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,v5.0,,,Not Available,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,"HP Ryzen 3 Hexa Core 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-EC2008AX Gaming Laptop  (15.6 inch, Shadow Black, With MS Office)","₹59,890",https://rukminim1.flixcart.com/image/416/416/ktuewsw0/computer/8/o/x/ryzen-3-gaming-laptop-hp-original-imag73axjf4s7zhg.jpeg?q=70,HP,,"Ret1,Amazon",53901.0,10780
"Laptop, Power Adaptor, User Guide, Warranty Documents",M6500IH-L1701WS,90NB0YP1-M002R0,M6500IH-L1701WS,Vivobook Pro 15 OLED,Quiet Blue,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,4800H,2.9 GHz Upto Max Turbo Frequency at 4.2 GHz,12,NVIDIA GeForce GTX 1650 Max Q,8.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, OLED, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light",Built-in Speakers,Built-in array microphone,Wi-Fi 6E(802.11ax) (Dual band) 2x2,v5.2,359.8 x 234.3 x 19.9 mm,1.80 kg,Not Available,1080p FHD camera With privacy shutter,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) M6500IH-L1701WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, 1.80 kg, With MS Office)","₹88,990",https://rukminim1.flixcart.com/image/416/416/l5fnhjk0/computer/y/3/e/m6500ih-l1701ws-thin-and-light-laptop-asus-original-imagg4dksjajv3hh.jpeg?q=70,ASUS,3 Cell,"Ret1,Amazon",80091.0,16018
"Laptop, Power Adaptor, User Guide",X415EA-EB372WS,90NB0TT1-M00H50,Vivobook 14,Vivobook 14,Transparent Silver,Thin and Light Laptop,"Travel & Business, Processing & Multitasking, Everyday Use, Entertainment, Performance",Yes,Intel,Core i3,Yes,256 GB,8 GB,DDR4,i3-1115G4,3.0 Ghz With Turbo Upto 4.10,6 MB,Intel Integrated Intel UHD Graphics,2.0,64 bit,Windows 11 Home,Windows 11,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,35.81 cm (14.1 inch),1920 x 1080 pixel,"14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in speaker,Built-in microphone,Wi-Fi 5(802.11ac)+Bluetooth 4.1 (Dual band) 1*1,4.1,32.54 x 21.60 x 1.99 ~ 1.99 cm,1.6 kg,Not Available,VGA,Chiclet Keyboard,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Any tYPE OF dAMAGE,1 Year,"ASUS Vivobook 14 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB372WS Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.6 kg, With MS Office)","₹38,990",https://rukminim1.flixcart.com/image/416/416/kwl0akw0/computer/b/c/g/x415ea-eb372ws-thin-and-light-laptop-asus-original-imag98ctqynmmfzw.jpeg?q=70,ASUS,,"Ret1,Amazon",35091.0,7018
"Laptop, battery, adapter, cables and user manuals",14ALC05,82HU00PQIN,14ALC05,IdeaPad Flex 5,Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,,AMD Radeon AMD,6.0,64 bit,Windows 11 Home,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 1 (support data transfer and Power Delivery)",1x HDMI 1.4b,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,"FHD IPS 250nits Glossy, 45% NTSC, Touch",Built-in dual stereo speakers,Built-in dual array microphones,"11ac, 2x2",v5.0,321.5 x 217.5 x 20.9 mm,,Not Available,720p with Camera Shutter,"Backlit, English",Yes,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,"Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14ALC05 2 in 1 Laptop  (14 Inch, Graphite Grey, With MS Office)","₹59,990",https://rukminim1.flixcart.com/image/416/416/l0sgyvk0/computer/n/n/1/14alc05-thin-and-light-laptop-lenovo-original-imagchxwvqxpfxrh.jpeg?q=70,Lenovo,,"Ret1,Amazon",53991.0,10798
"Laptop, Power Adaptor, User Guide, Warranty Documents",15IMH05,81Y401APIN/81Y4017UIN,,IdeaPad Gaming 3,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,10300H,2.50 GHz with Turbo Boost Upto 4.50 GHz,8 MB,NVIDIA GeForce GTX 1650,4.0,64 bit,Windows 10 Home,,Yes,"1 x USB-C 3.2 (1st Gen), 2 x USB 3.2 (1st Gen)",1x HDMI Port (v2.0),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 250 nits Brightness)",Built-in Dual Speakers,Dual Array Microphone,AX 2x2 (WiFi 6),v5.0,359 x 249.6 x 24.9 mm,2.2 kg,Not Available,720p Webcam (with Privacy Shutter),Blue LED Backlit English Keyboard,Yes,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,"Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15IMH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg)","₹54,990",https://rukminim1.flixcart.com/image/416/416/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70,Lenovo,,"Ret1,Amazon",49491.0,9898
"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",X415EA-EK302WS,90NB0TT1-M17200,X415EA-EK302WS,,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,256 GB,4 GB,DDR4,1115G4,4.1,6,Intel Integrated Intel UHD Graphics,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Type-A, 1x USB 3.2 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4,No,35.56 cm (14 Inch),1920 x 1080 Pixel,"FHD, (220 nits Brightness, 45% NTSC color gamut)",Built-in speaker,Built-in microphone,Wi-Fi 5(802.11ac),v4.1,325.4 x 216.0 x 19.9 mm,1.60 kg,Not Available,VGA camera,Chiclet Keyboard,No,1 Year onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) X415EA-EK302WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.60 kg, With MS Office)","₹31,450",https://rukminim1.flixcart.com/image/416/416/kwgpz0w0/computer/s/x/v/x415ea-ek302ws-laptop-asus-original-imag94tepsgcgrgk.jpeg?q=70,ASUS,2,"Ret1,Amazon",28305.0,5661
"Laptop, Power Adaptor, User Guide, Warranty Documents",AN515-45/ AN515-45-R2GL,NH.QBCSI.002 / NH.QBCSI.009,,Nitro 5,Black,Gaming Laptop,Gaming,No,AMD,Ryzen 7 Octa Core,Yes,256 GB,16 GB,DDR4,5800H,"3.2 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",,NVIDIA GeForce RTX 3060,8.0,64 bit,Windows 10 Home,,Yes,"2 x USB 3.2 Gen 1, 1 x USB Type-C Port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 Port with Power-off Charging",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 X 1080 Pixels,"Full HD With IPS (In-Plane Switching) technology ( Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, supporting 144 Hz refresh rate)",Built-in Speaker,Built-in Dual Microphones,802.11a/b/g/n/acR2+ax wireless LAN,v5.1,363.4 x 255 x 23.9,2.4 kg,Not Available,"720p HD Webcam (1280 x 720 Resolution, Super High Dynamic Range Imaging)",FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad ( International Language Support),Yes,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) AN515-45/ AN515-45-R2GL Gaming Laptop  (15.6 inch, Black, 2.4 kg)","₹94,960",https://rukminim1.flixcart.com/image/416/416/kmns7m80/computer/o/0/x/na-gaming-laptop-acer-original-imagfgq66pufmnny.jpeg?q=70,acer,4,"Ret1,Amazon",85464.0,17092
"MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",Z124J006KD,Z1270005G,,MacBook Air,Silver,Thin and Light Laptop,Processing & Multitasking,No,Apple,M1,Yes,512 GB,16 GB,DDR4,Apple M1 Chip,,,,8.0,,Mac OS Big Sur,,Yes,,,No,33.78 cm (13.3 inch),2560 x 1600 Pixels,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 10.9,1.29 Kg,Not Available,720p FaceTime HD Webcam,Backlit Magic Keyboard,Yes,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD  (13.3 inch, Silver, 1.29 Kg)","₹1,20,990",https://rukminim1.flixcart.com/image/416/416/kyt0ya80/computer/i/d/p/na-thin-and-light-laptop-apple-original-imagaygvtvf6cx8h.jpeg?q=70,APPLE,,"Ret1,Amazon",108891.0,21778
"Laptop, Power Adaptor, User Guide, Warranty Documents",K413EA-EB302WS,90NB0RLF-M006P0,K413EA-EB302WS,,Indie Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,6,Intel Integrated UHD,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4 port,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD 16:9 aspect ratio, LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 6(802.11ax),v5.0,324.0 x 215.0 x 17.9 mm,1.40 kg,Not Available,720p HD camera,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"ASUS Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin and Light Laptop  (14 inch, Indie Black, 1.40 kg, With MS Office)","₹40,990",https://rukminim1.flixcart.com/image/416/416/kcjexe80/computer/f/s/m/asus-original-imaftndw8zg398np.jpeg?q=70,ASUS,3 cell,"Ret1,Amazon",36891.0,7378
"Laptop, Power Adaptor, User Guide, Warranty Documents",FA706ICB-HX061W | FA706IC-HX036W,90NR0675-M002F0 | 90NR0675-M005A0,FA706IC-HX036W,TUF Gaming A17,Graphite Black,Gaming Laptop,Processing & Multitasking,No,AMD,Ryzen 7 Octa Core,Yes,512 GB,8 GB,DDR4,4800H,4.2,12,NVIDIA GeForce RTX RTX 3050,8.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"3x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support DisplayPort",1x HDMI 2.0b,No,43.94 cm (17.3 Inch),1920 x 1080 Pixels,"FHD, anti-glare display (250nits Brightness, 62.5% SRGB, 45% NTSC %)",Built in dual speakers,Built-in array microphone,Wi-Fi 6(802.11ax),v5.1,399 x 268 x 24.8 mm,2.60 Kg,Not Available,720P HD camera,Backlit Chiclet Keyboard RGB,Yes,1 Year onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/144 Hz) FA706ICB-HX061W | FA706IC-HX036W Gaming Laptop  (17.3 Inch, Graphite Black, 2.60 Kg)","₹74,990",https://rukminim1.flixcart.com/image/416/416/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,ASUS,4,"Ret1,Amazon",67491.0,13498
"Laptop, battery, power adapter, user guide",Sword 15 A12UD-471IN,9S7-158423-471,Sword 15 A12UD,Sword 15,White,Gaming Laptop,"Gaming, Processing & Multitasking",No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12500H,4.50,,NVIDIA GeForce RTX 3050 Ti,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x Type-C USB 3.2 Gen1, 2x Type-A USB 3.2 Gen1, 1x Type-A USB 2.0",1x HDMI (4K@60Hz),No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, IPS-Level Panel (144 Hz, 45% NTSC)",2x 2W,Yes,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,359 x 259 x 24.9 mm,2.25 Kg,Not Available,HD type (30fps@720p),Single Backlight Keyboard (Blue),Yes,2 Year Carry-In Warranty Term,Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,"MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) Sword 15 A12UD-471IN Gaming Laptop  (15.6 Inch, White, 2.25 Kg)","₹82,990",https://rukminim1.flixcart.com/image/416/416/l2qhjm80/computer/n/t/g/sword-15-a12ud-gaming-laptop-msi-original-imageymchyn4ypgz.jpeg?q=70,MSI,3,"Ret1,Amazon",74691.0,14938
